N,M,DCNT,VTH,VGS,VDD,ID,POWER
14,0,1.096259248,-0.392242985,-0.1,-0.4,3.03E-11,-1.21E-11
14,0,1.096259248,-0.392242985,-0.1,-0.5,3.03E-11,-1.52E-11
14,0,1.096259248,-0.392242985,-0.1,-0.6,3.03E-11,-1.82E-11
14,0,1.096259248,-0.392242985,-0.1,-0.7,3.03E-11,-2.12E-11
14,0,1.096259248,-0.392242985,-0.1,-0.8,3.03E-11,-2.43E-11
14,0,1.096259248,-0.392242985,-0.1,-0.9,3.03E-11,-2.73E-11
14,0,1.096259248,-0.392242985,-0.1,-1,3.03E-11,-3.03E-11
14,0,1.096259248,-0.392242985,-0.2,-0.1,1.06E-09,-1.06E-10
14,0,1.096259248,-0.392242985,-0.2,-0.2,1.08E-09,-2.17E-10
14,0,1.096259248,-0.392242985,-0.2,-0.3,1.08E-09,-3.25E-10
14,0,1.096259248,-0.392242985,-0.2,-0.4,1.08E-09,-4.33E-10
14,0,1.096259248,-0.392242985,-0.2,-0.5,1.08E-09,-5.42E-10
14,0,1.096259248,-0.392242985,-0.2,-0.6,1.08E-09,-6.50E-10
14,0,1.096259248,-0.392242985,-0.2,-0.7,1.08E-09,-7.59E-10
14,0,1.096259248,-0.392242985,-0.2,-0.8,1.08E-09,-8.67E-10
14,0,1.096259248,-0.392242985,-0.2,-0.9,1.08E-09,-9.75E-10
14,0,1.096259248,-0.392242985,-0.2,-1,1.08E-09,-1.08E-09
14,0,1.096259248,-0.392242985,-0.3,-0.1,3.61E-08,-3.61E-09
14,0,1.096259248,-0.392242985,-0.3,-0.2,3.69E-08,-7.37E-09
14,0,1.096259248,-0.392242985,-0.3,-0.3,3.69E-08,-1.11E-08
14,0,1.096259248,-0.392242985,-0.3,-0.4,3.69E-08,-1.48E-08
14,0,1.096259248,-0.392242985,-0.3,-0.5,3.69E-08,-1.84E-08
14,0,1.096259248,-0.392242985,-0.3,-0.6,3.69E-08,-2.21E-08
14,0,1.096259248,-0.392242985,-0.3,-0.7,3.69E-08,-2.58E-08
14,0,1.096259248,-0.392242985,-0.3,-0.8,3.69E-08,-2.95E-08
14,0,1.096259248,-0.392242985,-0.3,-0.9,3.69E-08,-3.32E-08
14,0,1.096259248,-0.392242985,-0.3,-1,3.69E-08,-3.69E-08
14,0,1.096259248,-0.392242985,-0.4,-0.1,5.97E-07,-5.97E-08
14,0,1.096259248,-0.392242985,-0.4,-0.2,6.16E-07,-1.23E-07
14,0,1.096259248,-0.392242985,-0.4,-0.3,6.16E-07,-1.85E-07
14,0,1.096259248,-0.392242985,-0.4,-0.4,6.16E-07,-2.47E-07
14,0,1.096259248,-0.392242985,-0.4,-0.5,6.16E-07,-3.08E-07
14,0,1.096259248,-0.392242985,-0.4,-0.6,6.16E-07,-3.70E-07
14,0,1.096259248,-0.392242985,-0.4,-0.7,6.16E-07,-4.32E-07
14,0,1.096259248,-0.392242985,-0.4,-0.8,6.16E-07,-4.93E-07
14,0,1.096259248,-0.392242985,-0.4,-0.9,6.16E-07,-5.55E-07
14,0,1.096259248,-0.392242985,-0.4,-1,6.16E-07,-6.16E-07
14,0,1.096259248,-0.392242985,-0.5,-0.1,2.48E-06,-2.48E-07
14,0,1.096259248,-0.392242985,-0.5,-0.2,2.62E-06,-5.24E-07
14,0,1.096259248,-0.392242985,-0.5,-0.3,2.62E-06,-7.87E-07
14,0,1.096259248,-0.392242985,-0.5,-0.4,2.62E-06,-1.05E-06
14,0,1.096259248,-0.392242985,-0.5,-0.5,2.62E-06,-1.31E-06
14,0,1.096259248,-0.392242985,-0.5,-0.6,2.62E-06,-1.57E-06
14,0,1.096259248,-0.392242985,-0.5,-0.7,2.62E-06,-1.84E-06
14,0,1.096259248,-0.392242985,-0.5,-0.8,2.62E-06,-2.10E-06
14,0,1.096259248,-0.392242985,-0.5,-0.9,2.62E-06,-2.36E-06
14,0,1.096259248,-0.392242985,-0.5,-1,2.62E-06,-2.62E-06
14,0,1.096259248,-0.392242985,-0.6,-0.1,5.51E-06,-5.51E-07
14,0,1.096259248,-0.392242985,-0.6,-0.2,6.14E-06,-1.23E-06
14,0,1.096259248,-0.392242985,-0.6,-0.3,6.15E-06,-1.85E-06
14,0,1.096259248,-0.392242985,-0.6,-0.4,6.15E-06,-2.46E-06
14,0,1.096259248,-0.392242985,-0.6,-0.5,6.15E-06,-3.08E-06
14,0,1.096259248,-0.392242985,-0.6,-0.6,6.15E-06,-3.69E-06
14,0,1.096259248,-0.392242985,-0.6,-0.7,6.15E-06,-4.31E-06
14,0,1.096259248,-0.392242985,-0.6,-0.8,6.15E-06,-4.92E-06
14,0,1.096259248,-0.392242985,-0.6,-0.9,6.15E-06,-5.54E-06
14,0,1.096259248,-0.392242985,-0.6,-1,6.15E-06,-6.15E-06
14,0,1.096259248,-0.392242985,-0.7,-0.1,9.08E-06,-9.08E-07
14,0,1.096259248,-0.392242985,-0.7,-0.2,1.14E-05,-2.27E-06
14,0,1.096259248,-0.392242985,-0.7,-0.3,1.14E-05,-3.43E-06
14,0,1.096259248,-0.392242985,-0.7,-0.4,1.14E-05,-4.58E-06
14,0,1.096259248,-0.392242985,-0.7,-0.5,1.14E-05,-5.72E-06
14,0,1.096259248,-0.392242985,-0.7,-0.6,1.14E-05,-6.87E-06
14,0,1.096259248,-0.392242985,-0.7,-0.7,1.14E-05,-8.01E-06
14,0,1.096259248,-0.392242985,-0.7,-0.8,1.14E-05,-9.16E-06
14,0,1.096259248,-0.392242985,-0.7,-0.9,1.14E-05,-1.03E-05
14,0,1.096259248,-0.392242985,-0.7,-1,1.14E-05,-1.14E-05
14,0,1.096259248,-0.392242985,-0.8,-0.1,1.20E-05,-1.20E-06
14,0,1.096259248,-0.392242985,-0.8,-0.2,1.75E-05,-3.50E-06
14,0,1.096259248,-0.392242985,-0.8,-0.3,1.80E-05,-5.39E-06
14,0,1.096259248,-0.392242985,-0.8,-0.4,1.80E-05,-7.19E-06
14,0,1.096259248,-0.392242985,-0.8,-0.5,1.80E-05,-8.99E-06
14,0,1.096259248,-0.392242985,-0.8,-0.6,1.80E-05,-1.08E-05
14,0,1.096259248,-0.392242985,-0.8,-0.7,1.80E-05,-1.26E-05
14,0,1.096259248,-0.392242985,-0.8,-0.8,1.80E-05,-1.44E-05
14,0,1.096259248,-0.392242985,-0.8,-0.9,1.80E-05,-1.62E-05
14,0,1.096259248,-0.392242985,-0.8,-1,1.80E-05,-1.80E-05
14,0,1.096259248,-0.392242985,-0.9,-0.1,1.36E-05,-1.36E-06
14,0,1.096259248,-0.392242985,-0.9,-0.2,2.33E-05,-4.65E-06
14,0,1.096259248,-0.392242985,-0.9,-0.3,2.55E-05,-7.64E-06
14,0,1.096259248,-0.392242985,-0.9,-0.4,2.55E-05,-1.02E-05
14,0,1.096259248,-0.392242985,-0.9,-0.5,2.55E-05,-1.28E-05
14,0,1.096259248,-0.392242985,-0.9,-0.6,2.55E-05,-1.53E-05
14,0,1.096259248,-0.392242985,-0.9,-0.7,2.55E-05,-1.79E-05
14,0,1.096259248,-0.392242985,-0.9,-0.8,2.55E-05,-2.04E-05
14,0,1.096259248,-0.392242985,-0.9,-0.9,2.55E-05,-2.30E-05
14,0,1.096259248,-0.392242985,-0.9,-1,2.55E-05,-2.55E-05
14,0,1.096259248,-0.392242985,-1,-0.1,1.47E-05,-1.47E-06
14,0,1.096259248,-0.392242985,-1,-0.2,2.69E-05,-5.37E-06
14,0,1.096259248,-0.392242985,-1,-0.3,3.20E-05,-9.59E-06
14,0,1.096259248,-0.392242985,-1,-0.4,3.24E-05,-1.30E-05
14,0,1.096259248,-0.392242985,-1,-0.5,3.24E-05,-1.62E-05
14,0,1.096259248,-0.392242985,-1,-0.6,3.24E-05,-1.94E-05
14,0,1.096259248,-0.392242985,-1,-0.7,3.24E-05,-2.27E-05
14,0,1.096259248,-0.392242985,-1,-0.8,3.24E-05,-2.59E-05
14,0,1.096259248,-0.392242985,-1,-0.9,3.24E-05,-2.92E-05
14,0,1.096259248,-0.392242985,-1,-1,3.24E-05,-3.24E-05
13,0,1.017955016,-0.422415523,0,-0.1,2.61E-13,-2.61E-14
13,0,1.017955016,-0.422415523,0,-0.2,2.67E-13,-5.34E-14
13,0,1.017955016,-0.422415523,0,-0.3,2.67E-13,-8.01E-14
13,0,1.017955016,-0.422415523,0,-0.4,2.67E-13,-1.07E-13
13,0,1.017955016,-0.422415523,0,-0.5,2.67E-13,-1.34E-13
13,0,1.017955016,-0.422415523,0,-0.6,2.67E-13,-1.60E-13
13,0,1.017955016,-0.422415523,0,-0.7,2.67E-13,-1.87E-13
13,0,1.017955016,-0.422415523,0,-0.8,2.67E-13,-2.14E-13
13,0,1.017955016,-0.422415523,0,-0.9,2.67E-13,-2.40E-13
13,0,1.017955016,-0.422415523,0,-1,2.67E-13,-2.67E-13
13,0,1.017955016,-0.422415523,-0.1,-0.1,9.29E-12,-9.29E-13
13,0,1.017955016,-0.422415523,-0.1,-0.2,9.49E-12,-1.90E-12
13,0,1.017955016,-0.422415523,-0.1,-0.3,9.49E-12,-2.85E-12
13,0,1.017955016,-0.422415523,-0.1,-0.4,9.49E-12,-3.80E-12
13,0,1.017955016,-0.422415523,-0.1,-0.5,9.49E-12,-4.74E-12
13,0,1.017955016,-0.422415523,-0.1,-0.6,9.49E-12,-5.69E-12
13,0,1.017955016,-0.422415523,-0.1,-0.7,9.49E-12,-6.64E-12
13,0,1.017955016,-0.422415523,-0.1,-0.8,9.49E-12,-7.59E-12
13,0,1.017955016,-0.422415523,-0.1,-0.9,9.49E-12,-8.54E-12
13,0,1.017955016,-0.422415523,-0.1,-1,9.49E-12,-9.49E-12
13,0,1.017955016,-0.422415523,-0.2,-0.1,3.30E-10,-3.30E-11
13,0,1.017955016,-0.422415523,-0.2,-0.2,3.37E-10,-6.74E-11
13,0,1.017955016,-0.422415523,-0.2,-0.3,3.37E-10,-1.01E-10
13,0,1.017955016,-0.422415523,-0.2,-0.4,3.37E-10,-1.35E-10
13,0,1.017955016,-0.422415523,-0.2,-0.5,3.37E-10,-1.68E-10
13,0,1.017955016,-0.422415523,-0.2,-0.6,3.37E-10,-2.02E-10
13,0,1.017955016,-0.422415523,-0.2,-0.7,3.37E-10,-2.36E-10
13,0,1.017955016,-0.422415523,-0.2,-0.8,3.37E-10,-2.70E-10
13,0,1.017955016,-0.422415523,-0.2,-0.9,3.37E-10,-3.03E-10
13,0,1.017955016,-0.422415523,-0.2,-1,3.37E-10,-3.37E-10
13,0,1.017955016,-0.422415523,-0.3,-0.1,1.15E-08,-1.15E-09
13,0,1.017955016,-0.422415523,-0.3,-0.2,1.18E-08,-2.35E-09
13,0,1.017955016,-0.422415523,-0.3,-0.3,1.18E-08,-3.53E-09
13,0,1.017955016,-0.422415523,-0.3,-0.4,1.18E-08,-4.71E-09
13,0,1.017955016,-0.422415523,-0.3,-0.5,1.18E-08,-5.89E-09
13,0,1.017955016,-0.422415523,-0.3,-0.6,1.18E-08,-7.07E-09
13,0,1.017955016,-0.422415523,-0.3,-0.7,1.18E-08,-8.24E-09
13,0,1.017955016,-0.422415523,-0.3,-0.8,1.18E-08,-9.42E-09
13,0,1.017955016,-0.422415523,-0.3,-0.9,1.18E-08,-1.06E-08
13,0,1.017955016,-0.422415523,-0.3,-1,1.18E-08,-1.18E-08
13,0,1.017955016,-0.422415523,-0.4,-0.1,2.77E-07,-2.77E-08
13,0,1.017955016,-0.422415523,-0.4,-0.2,2.85E-07,-5.69E-08
13,0,1.017955016,-0.422415523,-0.4,-0.3,2.85E-07,-8.54E-08
13,0,1.017955016,-0.422415523,-0.4,-0.4,2.85E-07,-1.14E-07
13,0,1.017955016,-0.422415523,-0.4,-0.5,2.85E-07,-1.42E-07
13,0,1.017955016,-0.422415523,-0.4,-0.6,2.85E-07,-1.71E-07
13,0,1.017955016,-0.422415523,-0.4,-0.7,2.85E-07,-1.99E-07
13,0,1.017955016,-0.422415523,-0.4,-0.8,2.85E-07,-2.28E-07
13,0,1.017955016,-0.422415523,-0.4,-0.9,2.85E-07,-2.56E-07
13,0,1.017955016,-0.422415523,-0.4,-1,2.85E-07,-2.85E-07
13,0,1.017955016,-0.422415523,-0.5,-0.1,1.66E-06,-1.66E-07
13,0,1.017955016,-0.422415523,-0.5,-0.2,1.74E-06,-3.48E-07
13,0,1.017955016,-0.422415523,-0.5,-0.3,1.74E-06,-5.22E-07
13,0,1.017955016,-0.422415523,-0.5,-0.4,1.74E-06,-6.96E-07
13,0,1.017955016,-0.422415523,-0.5,-0.5,1.74E-06,-8.70E-07
13,0,1.017955016,-0.422415523,-0.5,-0.6,1.74E-06,-1.04E-06
13,0,1.017955016,-0.422415523,-0.5,-0.7,1.74E-06,-1.22E-06
13,0,1.017955016,-0.422415523,-0.5,-0.8,1.74E-06,-1.39E-06
13,0,1.017955016,-0.422415523,-0.5,-0.9,1.74E-06,-1.57E-06
13,0,1.017955016,-0.422415523,-0.5,-1,1.74E-06,-1.74E-06
13,0,1.017955016,-0.422415523,-0.6,-0.1,4.22E-06,-4.22E-07
13,0,1.017955016,-0.422415523,-0.6,-0.2,4.58E-06,-9.17E-07
13,0,1.017955016,-0.422415523,-0.6,-0.3,4.59E-06,-1.38E-06
13,0,1.017955016,-0.422415523,-0.6,-0.4,4.59E-06,-1.84E-06
13,0,1.017955016,-0.422415523,-0.6,-0.5,4.59E-06,-2.30E-06
13,0,1.017955016,-0.422415523,-0.6,-0.6,4.59E-06,-2.76E-06
13,0,1.017955016,-0.422415523,-0.6,-0.7,4.59E-06,-3.21E-06
13,0,1.017955016,-0.422415523,-0.6,-0.8,4.59E-06,-3.67E-06
13,0,1.017955016,-0.422415523,-0.6,-0.9,4.59E-06,-4.13E-06
13,0,1.017955016,-0.422415523,-0.6,-1,4.59E-06,-4.59E-06
13,0,1.017955016,-0.422415523,-0.7,-0.1,7.58E-06,-7.58E-07
13,0,1.017955016,-0.422415523,-0.7,-0.2,8.96E-06,-1.79E-06
13,0,1.017955016,-0.422415523,-0.7,-0.3,9.00E-06,-2.70E-06
13,0,1.017955016,-0.422415523,-0.7,-0.4,9.01E-06,-3.60E-06
13,0,1.017955016,-0.422415523,-0.7,-0.5,9.01E-06,-4.50E-06
13,0,1.017955016,-0.422415523,-0.7,-0.6,9.01E-06,-5.40E-06
13,0,1.017955016,-0.422415523,-0.7,-0.7,9.01E-06,-6.30E-06
13,0,1.017955016,-0.422415523,-0.7,-0.8,9.01E-06,-7.20E-06
13,0,1.017955016,-0.422415523,-0.7,-0.9,9.01E-06,-8.10E-06
13,0,1.017955016,-0.422415523,-0.7,-1,9.01E-06,-9.01E-06
13,0,1.017955016,-0.422415523,-0.8,-0.1,1.08E-05,-1.08E-06
13,0,1.017955016,-0.422415523,-0.8,-0.2,1.47E-05,-2.93E-06
13,0,1.017955016,-0.422415523,-0.8,-0.3,1.49E-05,-4.47E-06
13,0,1.017955016,-0.422415523,-0.8,-0.4,1.49E-05,-5.96E-06
13,0,1.017955016,-0.422415523,-0.8,-0.5,1.49E-05,-7.45E-06
13,0,1.017955016,-0.422415523,-0.8,-0.6,1.49E-05,-8.93E-06
13,0,1.017955016,-0.422415523,-0.8,-0.7,1.49E-05,-1.04E-05
13,0,1.017955016,-0.422415523,-0.8,-0.8,1.49E-05,-1.19E-05
13,0,1.017955016,-0.422415523,-0.8,-0.9,1.49E-05,-1.34E-05
13,0,1.017955016,-0.422415523,-0.8,-1,1.49E-05,-1.49E-05
13,0,1.017955016,-0.422415523,-0.9,-0.1,1.29E-05,-1.29E-06
13,0,1.017955016,-0.422415523,-0.9,-0.2,2.07E-05,-4.13E-06
13,0,1.017955016,-0.422415523,-0.9,-0.3,2.18E-05,-6.53E-06
13,0,1.017955016,-0.422415523,-0.9,-0.4,2.18E-05,-8.73E-06
13,0,1.017955016,-0.422415523,-0.9,-0.5,2.18E-05,-1.09E-05
13,0,1.017955016,-0.422415523,-0.9,-0.6,2.18E-05,-1.31E-05
13,0,1.017955016,-0.422415523,-0.9,-0.7,2.18E-05,-1.53E-05
13,0,1.017955016,-0.422415523,-0.9,-0.8,2.18E-05,-1.75E-05
13,0,1.017955016,-0.422415523,-0.9,-0.9,2.18E-05,-1.96E-05
13,0,1.017955016,-0.422415523,-0.9,-1,2.18E-05,-2.18E-05
13,0,1.017955016,-0.422415523,-1,-0.1,1.42E-05,-1.42E-06
13,0,1.017955016,-0.422415523,-1,-0.2,2.53E-05,-5.06E-06
13,0,1.017955016,-0.422415523,-1,-0.3,2.87E-05,-8.62E-06
13,0,1.017955016,-0.422415523,-1,-0.4,2.89E-05,-1.16E-05
13,0,1.017955016,-0.422415523,-1,-0.5,2.89E-05,-1.45E-05
13,0,1.017955016,-0.422415523,-1,-0.6,2.89E-05,-1.73E-05
13,0,1.017955016,-0.422415523,-1,-0.7,2.89E-05,-2.02E-05
13,0,1.017955016,-0.422415523,-1,-0.8,2.89E-05,-2.31E-05
13,0,1.017955016,-0.422415523,-1,-0.9,2.89E-05,-2.60E-05
13,0,1.017955016,-0.422415523,-1,-1,2.89E-05,-2.89E-05
12,0,0.939650784,-0.457616816,0,-0.1,6.78E-14,-6.78E-15
12,0,0.939650784,-0.457616816,0,-0.2,6.92E-14,-1.38E-14
12,0,0.939650784,-0.457616816,0,-0.3,6.92E-14,-2.08E-14
12,0,0.939650784,-0.457616816,0,-0.4,6.92E-14,-2.77E-14
12,0,0.939650784,-0.457616816,0,-0.5,6.92E-14,-3.46E-14
12,0,0.939650784,-0.457616816,0,-0.6,6.92E-14,-4.15E-14
12,0,0.939650784,-0.457616816,0,-0.7,6.92E-14,-4.85E-14
12,0,0.939650784,-0.457616816,0,-0.8,6.92E-14,-5.54E-14
12,0,0.939650784,-0.457616816,0,-0.9,6.92E-14,-6.23E-14
12,0,0.939650784,-0.457616816,0,-1,6.92E-14,-6.92E-14
12,0,0.939650784,-0.457616816,-0.1,-0.1,2.39E-12,-2.39E-13
12,0,0.939650784,-0.457616816,-0.1,-0.2,2.44E-12,-4.88E-13
12,0,0.939650784,-0.457616816,-0.1,-0.3,2.44E-12,-7.32E-13
12,0,0.939650784,-0.457616816,-0.1,-0.4,2.44E-12,-9.76E-13
12,0,0.939650784,-0.457616816,-0.1,-0.5,2.44E-12,-1.22E-12
12,0,0.939650784,-0.457616816,-0.1,-0.6,2.44E-12,-1.46E-12
12,0,0.939650784,-0.457616816,-0.1,-0.7,2.44E-12,-1.71E-12
12,0,0.939650784,-0.457616816,-0.1,-0.8,2.44E-12,-1.95E-12
12,0,0.939650784,-0.457616816,-0.1,-0.9,2.44E-12,-2.20E-12
12,0,0.939650784,-0.457616816,-0.1,-1,2.44E-12,-2.44E-12
12,0,0.939650784,-0.457616816,-0.2,-0.1,8.42E-11,-8.42E-12
12,0,0.939650784,-0.457616816,-0.2,-0.2,8.60E-11,-1.72E-11
12,0,0.939650784,-0.457616816,-0.2,-0.3,8.60E-11,-2.58E-11
12,0,0.939650784,-0.457616816,-0.2,-0.4,8.60E-11,-3.44E-11
12,0,0.939650784,-0.457616816,-0.2,-0.5,8.60E-11,-4.30E-11
12,0,0.939650784,-0.457616816,-0.2,-0.6,8.60E-11,-5.16E-11
12,0,0.939650784,-0.457616816,-0.2,-0.7,8.60E-11,-6.02E-11
12,0,0.939650784,-0.457616816,-0.2,-0.8,8.60E-11,-6.88E-11
12,0,0.939650784,-0.457616816,-0.2,-0.9,8.60E-11,-7.74E-11
12,0,0.939650784,-0.457616816,-0.2,-1,8.60E-11,-8.60E-11
12,0,0.939650784,-0.457616816,-0.3,-0.1,2.96E-09,-2.96E-10
12,0,0.939650784,-0.457616816,-0.3,-0.2,3.02E-09,-6.04E-10
12,0,0.939650784,-0.457616816,-0.3,-0.3,3.02E-09,-9.06E-10
12,0,0.939650784,-0.457616816,-0.3,-0.4,3.02E-09,-1.21E-09
12,0,0.939650784,-0.457616816,-0.3,-0.5,3.02E-09,-1.51E-09
12,0,0.939650784,-0.457616816,-0.3,-0.6,3.02E-09,-1.81E-09
12,0,0.939650784,-0.457616816,-0.3,-0.7,3.02E-09,-2.11E-09
12,0,0.939650784,-0.457616816,-0.3,-0.8,3.02E-09,-2.42E-09
12,0,0.939650784,-0.457616816,-0.3,-0.9,3.02E-09,-2.72E-09
12,0,0.939650784,-0.457616816,-0.3,-1,3.02E-09,-3.02E-09
12,0,0.939650784,-0.457616816,-0.4,-0.1,9.09E-08,-9.09E-09
12,0,0.939650784,-0.457616816,-0.4,-0.2,9.30E-08,-1.86E-08
12,0,0.939650784,-0.457616816,-0.4,-0.3,9.31E-08,-2.79E-08
12,0,0.939650784,-0.457616816,-0.4,-0.4,9.31E-08,-3.72E-08
12,0,0.939650784,-0.457616816,-0.4,-0.5,9.31E-08,-4.65E-08
12,0,0.939650784,-0.457616816,-0.4,-0.6,9.31E-08,-5.58E-08
12,0,0.939650784,-0.457616816,-0.4,-0.7,9.31E-08,-6.51E-08
12,0,0.939650784,-0.457616816,-0.4,-0.8,9.31E-08,-7.44E-08
12,0,0.939650784,-0.457616816,-0.4,-0.9,9.31E-08,-8.38E-08
12,0,0.939650784,-0.457616816,-0.4,-1,9.31E-08,-9.31E-08
12,0,0.939650784,-0.457616816,-0.5,-0.1,9.43E-07,-9.43E-08
12,0,0.939650784,-0.457616816,-0.5,-0.2,9.79E-07,-1.96E-07
12,0,0.939650784,-0.457616816,-0.5,-0.3,9.79E-07,-2.94E-07
12,0,0.939650784,-0.457616816,-0.5,-0.4,9.79E-07,-3.92E-07
12,0,0.939650784,-0.457616816,-0.5,-0.5,9.79E-07,-4.90E-07
12,0,0.939650784,-0.457616816,-0.5,-0.6,9.79E-07,-5.87E-07
12,0,0.939650784,-0.457616816,-0.5,-0.7,9.79E-07,-6.85E-07
12,0,0.939650784,-0.457616816,-0.5,-0.8,9.79E-07,-7.83E-07
12,0,0.939650784,-0.457616816,-0.5,-0.9,9.79E-07,-8.81E-07
12,0,0.939650784,-0.457616816,-0.5,-1,9.79E-07,-9.79E-07
12,0,0.939650784,-0.457616816,-0.6,-0.1,2.98E-06,-2.98E-07
12,0,0.939650784,-0.457616816,-0.6,-0.2,3.17E-06,-6.34E-07
12,0,0.939650784,-0.457616816,-0.6,-0.3,3.17E-06,-9.52E-07
12,0,0.939650784,-0.457616816,-0.6,-0.4,3.17E-06,-1.27E-06
12,0,0.939650784,-0.457616816,-0.6,-0.5,3.17E-06,-1.59E-06
12,0,0.939650784,-0.457616816,-0.6,-0.6,3.17E-06,-1.90E-06
12,0,0.939650784,-0.457616816,-0.6,-0.7,3.17E-06,-2.22E-06
12,0,0.939650784,-0.457616816,-0.6,-0.8,3.17E-06,-2.54E-06
12,0,0.939650784,-0.457616816,-0.6,-0.9,3.17E-06,-2.86E-06
12,0,0.939650784,-0.457616816,-0.6,-1,3.17E-06,-3.17E-06
12,0,0.939650784,-0.457616816,-0.7,-0.1,5.93E-06,-5.93E-07
12,0,0.939650784,-0.457616816,-0.7,-0.2,6.69E-06,-1.34E-06
12,0,0.939650784,-0.457616816,-0.7,-0.3,6.71E-06,-2.01E-06
12,0,0.939650784,-0.457616816,-0.7,-0.4,6.71E-06,-2.68E-06
12,0,0.939650784,-0.457616816,-0.7,-0.5,6.71E-06,-3.35E-06
12,0,0.939650784,-0.457616816,-0.7,-0.6,6.71E-06,-4.02E-06
12,0,0.939650784,-0.457616816,-0.7,-0.7,6.71E-06,-4.70E-06
12,0,0.939650784,-0.457616816,-0.7,-0.8,6.71E-06,-5.37E-06
12,0,0.939650784,-0.457616816,-0.7,-0.9,6.71E-06,-6.04E-06
12,0,0.939650784,-0.457616816,-0.7,-1,6.71E-06,-6.71E-06
12,0,0.939650784,-0.457616816,-0.8,-0.1,9.24E-06,-9.24E-07
12,0,0.939650784,-0.457616816,-0.8,-0.2,1.16E-05,-2.33E-06
12,0,0.939650784,-0.457616816,-0.8,-0.3,1.17E-05,-3.52E-06
12,0,0.939650784,-0.457616816,-0.8,-0.4,1.17E-05,-4.70E-06
12,0,0.939650784,-0.457616816,-0.8,-0.5,1.17E-05,-5.87E-06
12,0,0.939650784,-0.457616816,-0.8,-0.6,1.17E-05,-7.04E-06
12,0,0.939650784,-0.457616816,-0.8,-0.7,1.17E-05,-8.22E-06
12,0,0.939650784,-0.457616816,-0.8,-0.8,1.17E-05,-9.39E-06
12,0,0.939650784,-0.457616816,-0.8,-0.9,1.17E-05,-1.06E-05
12,0,0.939650784,-0.457616816,-0.8,-1,1.17E-05,-1.17E-05
12,0,0.939650784,-0.457616816,-0.9,-0.1,1.18E-05,-1.18E-06
12,0,0.939650784,-0.457616816,-0.9,-0.2,1.74E-05,-3.48E-06
12,0,0.939650784,-0.457616816,-0.9,-0.3,1.79E-05,-5.37E-06
12,0,0.939650784,-0.457616816,-0.9,-0.4,1.79E-05,-7.17E-06
12,0,0.939650784,-0.457616816,-0.9,-0.5,1.79E-05,-8.96E-06
12,0,0.939650784,-0.457616816,-0.9,-0.6,1.79E-05,-1.08E-05
12,0,0.939650784,-0.457616816,-0.9,-0.7,1.79E-05,-1.25E-05
12,0,0.939650784,-0.457616816,-0.9,-0.8,1.79E-05,-1.43E-05
12,0,0.939650784,-0.457616816,-0.9,-0.9,1.79E-05,-1.61E-05
12,0,0.939650784,-0.457616816,-0.9,-1,1.79E-05,-1.79E-05
12,0,0.939650784,-0.457616816,-1,-0.1,1.35E-05,-1.35E-06
12,0,0.939650784,-0.457616816,-1,-0.2,2.29E-05,-4.58E-06
12,0,0.939650784,-0.457616816,-1,-0.3,2.48E-05,-7.45E-06
12,0,0.939650784,-0.457616816,-1,-0.4,2.49E-05,-9.96E-06
12,0,0.939650784,-0.457616816,-1,-0.5,2.49E-05,-1.24E-05
12,0,0.939650784,-0.457616816,-1,-0.6,2.49E-05,-1.49E-05
12,0,0.939650784,-0.457616816,-1,-0.7,2.49E-05,-1.74E-05
12,0,0.939650784,-0.457616816,-1,-0.8,2.49E-05,-1.99E-05
12,0,0.939650784,-0.457616816,-1,-0.9,2.49E-05,-2.24E-05
12,0,0.939650784,-0.457616816,-1,-1,2.49E-05,-2.49E-05
11,0,0.861346552,-0.499218345,0,-0.1,1.37E-14,-1.37E-15
11,0,0.861346552,-0.499218345,0,-0.2,1.40E-14,-2.80E-15
11,0,0.861346552,-0.499218345,0,-0.3,1.40E-14,-4.20E-15
11,0,0.861346552,-0.499218345,0,-0.4,1.40E-14,-5.60E-15
11,0,0.861346552,-0.499218345,0,-0.5,1.40E-14,-7.00E-15
11,0,0.861346552,-0.499218345,0,-0.6,1.40E-14,-8.40E-15
11,0,0.861346552,-0.499218345,0,-0.7,1.40E-14,-9.79E-15
11,0,0.861346552,-0.499218345,0,-0.8,1.40E-14,-1.12E-14
11,0,0.861346552,-0.499218345,0,-0.9,1.40E-14,-1.26E-14
11,0,0.861346552,-0.499218345,0,-1,1.40E-14,-1.40E-14
11,0,0.861346552,-0.499218345,-0.1,-0.1,4.79E-13,-4.79E-14
11,0,0.861346552,-0.499218345,-0.1,-0.2,4.89E-13,-9.78E-14
11,0,0.861346552,-0.499218345,-0.1,-0.3,4.89E-13,-1.47E-13
11,0,0.861346552,-0.499218345,-0.1,-0.4,4.89E-13,-1.96E-13
11,0,0.861346552,-0.499218345,-0.1,-0.5,4.89E-13,-2.45E-13
11,0,0.861346552,-0.499218345,-0.1,-0.6,4.89E-13,-2.93E-13
11,0,0.861346552,-0.499218345,-0.1,-0.7,4.89E-13,-3.42E-13
11,0,0.861346552,-0.499218345,-0.1,-0.8,4.89E-13,-3.91E-13
11,0,0.861346552,-0.499218345,-0.1,-0.9,4.89E-13,-4.40E-13
11,0,0.861346552,-0.499218345,-0.1,-1,4.89E-13,-4.89E-13
